"","TAGNUMBER","TANK_Real","condition1","SGR","condition2","Interval_Days","condition3","Date","condition4","Days_in_Exp"
"878","00186D16B8",152,"SGR_3",2.28826281420611,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"879","00186D16B8",152,"SGR_4",2.07764787679534,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"880","00186D16B8",152,"SGR_5",1.63183659450157,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"881","00186D16B8",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"882","00186D16B8",152,"SGR_7",1.63399876936818,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"883","00186D16B9",202,"SGR_1",2.79201425045448,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"884","00186D16B9",202,"SGR_2",2.18849800575842,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"885","00186D16B9",202,"SGR_3",2.12642539790153,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"886","00186D16B9",202,"SGR_4",2.06751075841949,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"887","00186D16B9",202,"SGR_5",1.92338794626428,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"888","00186D16B9",202,"SGR_6",1.82259974414682,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"889","00186D16B9",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"890","00186D16BA",202,"SGR_1",3.39330440516858,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"891","00186D16BA",202,"SGR_2",2.61979140977264,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"892","00186D16BA",202,"SGR_3",2.26386960602194,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"893","00186D16BA",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"894","00186D16BA",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"895","00186D16BA",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"896","00186D16BA",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"897","00186D16BB",202,"SGR_1",3.61046195923336,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"898","00186D16BB",202,"SGR_2",3.16171066680633,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"899","00186D16BB",202,"SGR_3",2.59671940971771,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"900","00186D16BB",202,"SGR_4",2.353250432843,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"901","00186D16BB",202,"SGR_5",2.11472686114824,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"902","00186D16BB",202,"SGR_6",1.94075039226991,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"903","00186D16BB",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"904","00186D16BC",201,"SGR_1",2.79479424141338,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"905","00186D16BC",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"906","00186D16BC",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"907","00186D16BC",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"908","00186D16BC",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"909","00186D16BC",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"910","00186D16BC",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"911","00186D16BD",201,"SGR_1",2.58198760778205,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"912","00186D16BD",201,"SGR_2",1.29268942690708,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"913","00186D16BD",201,"SGR_3",1.28009582620292,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"914","00186D16BD",201,"SGR_4",1.6082854880521,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"915","00186D16BD",201,"SGR_5",1.65071022617742,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"916","00186D16BD",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"917","00186D16BD",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"918","00186D16BE",152,"SGR_1",3.27873794391862,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"919","00186D16BE",152,"SGR_2",2.95324986878258,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"920","00186D16BE",152,"SGR_3",2.69138661113635,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"921","00186D16BE",152,"SGR_4",2.46730773635737,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"922","00186D16BE",152,"SGR_5",2.2870135497469,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"923","00186D16BE",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"924","00186D16BE",152,"SGR_7",1.84529331143579,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"925","00186D16BF",152,"SGR_1",2.12250441851258,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"926","00186D16BF",152,"SGR_2",2.07987187681418,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"927","00186D16BF",152,"SGR_3",1.90134631057148,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"928","00186D16BF",152,"SGR_4",1.79272929319592,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"929","00186D16BF",152,"SGR_5",1.6277634865665,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"930","00186D16BF",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"931","00186D16BF",152,"SGR_7",1.46728210182279,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"932","00186D16C0",202,"SGR_1",2.36252062082321,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"933","00186D16C0",202,"SGR_2",1.07831477994562,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"934","00186D16C0",202,"SGR_3",1.66730587958643,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"935","00186D16C0",202,"SGR_4",1.78367208906622,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"936","00186D16C0",202,"SGR_5",1.66997479573723,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"937","00186D16C0",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"938","00186D16C0",202,"SGR_7",1.45299711627664,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"939","00186D16C1",152,"SGR_1",2.88396209190189,"T2minusT1",23,"T2",2021-08-21,"Day_in_Exp_T2",20
"940","00186D16C1",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"941","00186D16C1",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"942","00186D16C1",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"943","00186D16C1",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"944","00186D16C1",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"945","00186D16C1",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"946","00186D16C3",152,"SGR_1",3.1290498330647,"T2minusT1",23,"T2",2021-08-21,"Day_in_Exp_T2",20
"947","00186D16C3",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"948","00186D16C3",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"949","00186D16C3",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"950","00186D16C3",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"951","00186D16C3",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"952","00186D16C3",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"953","00186D16C4",152,"SGR_1",2.93042521728919,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"954","00186D16C4",152,"SGR_2",2.93209842725104,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"955","00186D16C4",152,"SGR_3",2.7083267814892,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"956","00186D16C4",152,"SGR_4",2.43855977921814,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"957","00186D16C4",152,"SGR_5",2.16718086457444,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"958","00186D16C4",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"959","00186D16C4",152,"SGR_7",1.74213209780452,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"960","00186D16C5",202,"SGR_1",2.33176703560192,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"961","00186D16C5",202,"SGR_2",1.45883146879899,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"962","00186D16C5",202,"SGR_3",1.86849947938097,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"963","00186D16C5",202,"SGR_4",1.7736686373389,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"964","00186D16C5",202,"SGR_5",1.68465470030508,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"965","00186D16C5",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"966","00186D16C5",202,"SGR_7",1.4852298347301,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"967","00186D16C6",151,"SGR_1",3.17637807734379,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"968","00186D16C6",151,"SGR_2",2.8985634548141,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"969","00186D16C6",151,"SGR_3",2.47701249635111,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"970","00186D16C6",151,"SGR_4",2.23530824975324,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"971","00186D16C6",151,"SGR_5",2.11263756532596,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"972","00186D16C6",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"973","00186D16C6",151,"SGR_7",1.81875961345681,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"974","00186D16C7",201,"SGR_1",2.22083367753099,"T2minusT1",27,"T2",2021-08-25,"Day_in_Exp_T2",20
"975","00186D16C7",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"976","00186D16C7",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"977","00186D16C7",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"978","00186D16C7",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"979","00186D16C7",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"980","00186D16C7",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"981","00186D16C8",152,"SGR_1",2.06454304264765,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"982","00186D16C8",152,"SGR_2",1.70135704310959,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"983","00186D16C8",152,"SGR_3",1.42463869673273,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"984","00186D16C8",152,"SGR_4",1.22907479609855,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"985","00186D16C8",152,"SGR_5",1.14281609175031,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"986","00186D16C8",152,"SGR_6",0.99316361416506,"T7minusT1",190,"T7",2022-02-04,"Day_in_Exp_T7",190
"987","00186D16C8",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"988","00186D16C9",202,"SGR_1",2.82670799911893,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"989","00186D16C9",202,"SGR_2",2.19383501405044,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"990","00186D16C9",202,"SGR_3",2.48459022851304,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"991","00186D16C9",202,"SGR_4",2.30370385216174,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"992","00186D16C9",202,"SGR_5",2.10381666387829,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"993","00186D16C9",202,"SGR_6",1.86113629280615,"T7minusT1",198,"T7",2022-02-12,"Day_in_Exp_T7",190
"994","00186D16C9",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"995","00186D16CA",152,"SGR_1",2.78350532497134,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"996","00186D16CA",152,"SGR_2",2.94231555199129,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"997","00186D16CA",152,"SGR_3",2.53189531651186,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"998","00186D16CA",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"999","00186D16CA",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1000","00186D16CA",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1001","00186D16CA",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1002","00186D16CB",201,"SGR_1",1.8538068771883,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1003","00186D16CB",201,"SGR_2",0.952551170809612,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1004","00186D16CB",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1005","00186D16CB",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1006","00186D16CB",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1007","00186D16CB",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1008","00186D16CB",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1009","00186D16CC",151,"SGR_1",2.94740067104775,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1010","00186D16CC",151,"SGR_2",3.14010355399161,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1011","00186D16CC",151,"SGR_3",2.59671940971771,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1012","00186D16CC",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1013","00186D16CC",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1014","00186D16CC",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1015","00186D16CC",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1016","00186D16CD",152,"SGR_1",2.62229888725711,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1017","00186D16CD",152,"SGR_2",2.88034169942242,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1018","00186D16CD",152,"SGR_3",2.69952578073533,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1019","00186D16CD",152,"SGR_4",2.46419171817469,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1020","00186D16CD",152,"SGR_5",2.17961015022692,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1021","00186D16CD",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1022","00186D16CD",152,"SGR_7",1.68646239204033,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1023","00186D16CE",202,"SGR_1",3.55948404990567,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1024","00186D16CE",202,"SGR_2",2.47839253064075,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1025","00186D16CE",202,"SGR_3",2.49468797029289,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1026","00186D16CE",202,"SGR_4",2.36216443214459,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1027","00186D16CE",202,"SGR_5",2.23511773137841,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1028","00186D16CE",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1029","00186D16CE",202,"SGR_7",1.80190658356492,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1030","00186D16CF",201,"SGR_1",1.52318627566301,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"1031","00186D16CF",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1032","00186D16CF",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1033","00186D16CF",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1034","00186D16CF",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1035","00186D16CF",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1036","00186D16CF",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1037","00186D16D0",202,"SGR_1",2.09442601404541,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1038","00186D16D0",202,"SGR_2",1.65374194359276,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1039","00186D16D0",202,"SGR_3",1.89488804940152,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1040","00186D16D0",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1041","00186D16D0",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1042","00186D16D0",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1043","00186D16D0",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1044","00186D16D1",201,"SGR_1",2.77467322589684,"T2minusT1",27,"T2",2021-08-25,"Day_in_Exp_T2",20
"1045","00186D16D1",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1046","00186D16D1",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1047","00186D16D1",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1048","00186D16D1",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1049","00186D16D1",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1050","00186D16D1",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1051","00186D16D2",201,"SGR_1",2.57970356677024,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1052","00186D16D2",201,"SGR_2",2.01480708994322,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1053","00186D16D2",201,"SGR_3",2.03264919810051,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1054","00186D16D2",201,"SGR_4",1.99795981300976,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1055","00186D16D2",201,"SGR_5",1.83822790299035,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1056","00186D16D2",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1057","00186D16D2",201,"SGR_7",1.60177288647823,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1058","00186D16D3",201,"SGR_1",2.33303430924932,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"1059","00186D16D3",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1060","00186D16D3",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1061","00186D16D3",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1062","00186D16D3",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1063","00186D16D3",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1064","00186D16D3",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1065","00186D16D4",152,"SGR_1",3.82108544953839,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1066","00186D16D4",152,"SGR_2",3.56990824286234,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1067","00186D16D4",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1068","00186D16D4",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1069","00186D16D4",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1070","00186D16D4",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1071","00186D16D4",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1072","00186D16D5",202,"SGR_1",2.08837794339829,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1073","00186D16D5",202,"SGR_2",1.68184736552059,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1074","00186D16D5",202,"SGR_3",1.89792030359552,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1075","00186D16D5",202,"SGR_4",1.70710795338931,"T5minusT1",133,"T5",2021-12-09,"Day_in_Exp_T5",133
"1076","00186D16D5",202,"SGR_5",1.55539252488439,"T6minusT1",161,"T6",2022-01-06,"Day_in_Exp_T6",161
"1077","00186D16D5",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1078","00186D16D5",202,"SGR_7",1.47513812037503,"T8minusT1",244,"T8",2022-03-30,"Day_in_Exp_T8",244
"1079","00186D16D6",152,"SGR_1",NA,"T2minusT1",NA,"T2",NA,"Day_in_Exp_T2",NA
"1080","00186D16D6",201,"SGR_1",NA,"T2minusT1",NA,"T2",NA,"Day_in_Exp_T2",NA
"1081","00186D16D6",152,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1082","00186D16D6",201,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1083","00186D16D6",152,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1084","00186D16D6",201,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1085","00186D16D6",152,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1086","00186D16D6",201,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1087","00186D16D6",152,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1088","00186D16D6",201,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1089","00186D16D6",152,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1090","00186D16D6",201,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1091","00186D16D6",152,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1092","00186D16D6",201,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1093","00186D16D7",202,"SGR_1",2.6430683384556,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1094","00186D16D7",202,"SGR_2",1.9026660583138,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
"1095","00186D16D7",202,"SGR_3",2.22626712121254,"T4minusT1",98,"T4",2021-11-04,"Day_in_Exp_T4",98
"1096","00186D16D7",202,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1097","00186D16D7",202,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1098","00186D16D7",202,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1099","00186D16D7",202,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1100","00186D16D8",151,"SGR_1",2.79265542350831,"T2minusT1",26,"T2",2021-08-24,"Day_in_Exp_T2",20
"1101","00186D16D8",151,"SGR_2",NA,"T3minusT1",NA,"T3",NA,"Day_in_Exp_T3",NA
"1102","00186D16D8",151,"SGR_3",NA,"T4minusT1",NA,"T4",NA,"Day_in_Exp_T4",NA
"1103","00186D16D8",151,"SGR_4",NA,"T5minusT1",NA,"T5",NA,"Day_in_Exp_T5",NA
"1104","00186D16D8",151,"SGR_5",NA,"T6minusT1",NA,"T6",NA,"Day_in_Exp_T6",NA
"1105","00186D16D8",151,"SGR_6",NA,"T7minusT1",NA,"T7",NA,"Day_in_Exp_T7",NA
"1106","00186D16D8",151,"SGR_7",NA,"T8minusT1",NA,"T8",NA,"Day_in_Exp_T8",NA
"1107","00186D16D9",202,"SGR_1",2.81982987914731,"T2minusT1",32,"T2",2021-08-30,"Day_in_Exp_T2",20
"1108","00186D16D9",202,"SGR_2",2.18785228728853,"T3minusT1",62,"T3",2021-09-29,"Day_in_Exp_T3",62
