"","TAGNUMBER","TANK_Real","LAST4","condition1","ConditionFactor","condition2","Date"
"2714","001872951B",152,"951B","K5",1.02966664159906,"T5",2021-12-09
"2715","001872951B",152,"951B","K6",1.05498059196902,"T6",2022-01-06
"2716","001872951B",152,"951B","K7",1.06747857221373,"T7",2022-03-30
"2717","001872951D",152,"951D","K1",1.08131487889273,"T1",2021-07-29
"2718","001872951D",152,"951D","K2",1.13854595336077,"T2",2021-08-24
"2719","001872951D",152,"951D","K3",NA,"T3",NA
"2720","001872951D",152,"951D","K4",NA,"T4",NA
"2721","001872951D",152,"951D","K5",NA,"T5",NA
"2722","001872951D",152,"951D","K6",NA,"T6",NA
"2723","001872951D",152,"951D","K7",NA,"T7",NA
"2724","0018729520",202,"9520","K1",1.03980451675085,"T1",2021-07-29
"2725","0018729520",202,"9520","K2",1.09037037037037,"T2",2021-08-30
"2726","0018729520",202,"9520","K3",1.09666882626066,"T3",2021-09-29
"2727","0018729520",202,"9520","K4",1.12298887809092,"T4",2021-11-04
"2728","0018729520",202,"9520","K5",NA,"T5",NA
"2729","0018729520",202,"9520","K6",NA,"T6",NA
"2730","0018729520",202,"9520","K7",NA,"T7",NA
"2731","0018729521",151,"9521","K1",1.02505227766616,"T1",2021-07-29
"2732","0018729521",151,"9521","K2",1.01925925925926,"T2",2021-08-30
"2733","0018729521",151,"9521","K3",1.03,"T3",2021-09-29
"2734","0018729521",151,"9521","K4",1.11364396632375,"T4",2021-11-04
"2735","0018729521",151,"9521","K5",1.16018725829432,"T5",2021-12-09
"2736","0018729521",151,"9521","K6",1.16410278478238,"T6",2022-01-06
"2737","0018729521",151,"9521","K7",1.2277083089608,"T7",2022-03-30
"2738","0018729522",152,"9522","K1",1.08131487889273,"T1",2021-07-29
"2739","0018729522",152,"9522","K2",0.992951463113981,"T2",2021-08-30
"2740","0018729522",152,"9522","K3",1.08016106262874,"T3",2021-09-29
"2741","0018729522",152,"9522","K4",1.0962962962963,"T4",2021-11-04
"2742","0018729522",152,"9522","K5",1.18126643501127,"T5",2021-12-09
"2743","0018729522",152,"9522","K6",1.07956413435446,"T6",2022-01-06
"2744","0018729522",152,"9522","K7",1.10745429992676,"T7",2022-03-30
"2745","0018729523",152,"9523","K1",1.12881201638598,"T1",2021-07-29
"2746","0018729523",152,"9523","K2",1.17735673483515,"T2",2021-08-30
"2747","0018729523",152,"9523","K3",1.20961682945154,"T3",2021-09-29
"2748","0018729523",152,"9523","K4",NA,"T4",NA
"2749","0018729523",152,"9523","K5",NA,"T5",NA
"2750","0018729523",152,"9523","K6",NA,"T6",NA
"2751","0018729523",152,"9523","K7",NA,"T7",NA
"2752","0018729526",152,"9526","K1",1.01330067274353,"T1",2021-07-29
"2753","0018729526",152,"9526","K2",1.1304124824533,"T2",2021-08-30
"2754","0018729526",152,"9526","K3",1.19184195152055,"T3",2021-09-29
"2755","0018729526",152,"9526","K4",1.17696857598677,"T4",2021-11-04
"2756","0018729526",152,"9526","K5",1.22640924561926,"T5",2021-12-09
"2757","0018729526",152,"9526","K6",1.26468471976397,"T6",2022-01-06
"2758","0018729526",152,"9526","K7",1.34016671480484,"T7",2022-03-30
"2759","0018729527",202,"9527","K1",1.09093350340707,"T1",2021-07-29
"2760","0018729527",202,"9527","K2",0.991253644314869,"T2",2021-08-30
"2761","0018729527",202,"9527","K3",1.05362531398034,"T3",2021-09-29
"2762","0018729527",202,"9527","K4",1.1,"T4",2021-11-04
"2763","0018729527",202,"9527","K5",1.10605370960401,"T5",2021-12-09
"2764","0018729527",202,"9527","K6",0.980740740740741,"T6",2022-01-06
"2765","0018729527",202,"9527","K7",1.13525390625,"T7",2022-02-04
"2766","0018729547",152,"9547","K1",0.995675921711424,"T1",2021-07-29
"2767","0018729547",152,"9547","K2",1.18282796643397,"T2",2021-08-30
"2768","0018729547",152,"9547","K3",1.21283778398597,"T3",2021-09-29
"2769","0018729547",152,"9547","K4",NA,"T4",NA
"2770","0018729547",152,"9547","K5",NA,"T5",NA
"2771","0018729547",152,"9547","K6",NA,"T6",NA
"2772","0018729547",152,"9547","K7",NA,"T7",NA
"2773","0018729574",152,"9574","K1",1.01770812131081,"T1",2021-07-29
"2774","0018729574",152,"9574","K2",1.10142242734925,"T2",2021-08-30
"2775","0018729574",152,"9574","K3",1.05518624037143,"T3",2021-09-29
"2776","0018729574",152,"9574","K4",1.04429883526941,"T4",2021-11-04
"2777","0018729574",152,"9574","K5",1.0467638483965,"T5",2021-12-09
"2778","0018729574",152,"9574","K6",0.971021089364285,"T6",2022-01-06
"2779","0018729574",152,"9574","K7",0.924479166666667,"T7",2022-03-30
