"","TAGNUMBER","TANK_Real","condition1","WEIGHT","condition2","LENGTH","condition3","TIME","condition4","Days_in_Exp"
"901","00186D16AB",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"902","00186D16AB",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"903","00186D16AB",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"904","00186D16AB",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"905","00186D16AC",201,"WEIGHT_1",1.8,"LENGTH_1",55,"T1",2021-07-29,"Day_in_Exp_T1",0
"906","00186D16AC",201,"WEIGHT_2",2.8,"LENGTH_2",65,"T2",2021-08-30,"Day_in_Exp_T2",20
"907","00186D16AC",201,"WEIGHT_3",2.9,"LENGTH_3",65,"T3",2021-09-29,"Day_in_Exp_T3",62
"908","00186D16AC",201,"WEIGHT_4",42.2,"LENGTH_4",146,"T4",2021-11-04,"Day_in_Exp_T4",98
"909","00186D16AC",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"910","00186D16AC",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"911","00186D16AC",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"912","00186D16AC",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"913","00186D16AD",151,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"914","00186D16AD",151,"WEIGHT_2",5.9,"LENGTH_2",80,"T2",2021-08-30,"Day_in_Exp_T2",20
"915","00186D16AD",151,"WEIGHT_3",14.9,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"916","00186D16AD",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"917","00186D16AD",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"918","00186D16AD",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"919","00186D16AD",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"920","00186D16AD",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"921","00186D16AE",152,"WEIGHT_1",1.6,"LENGTH_1",55,"T1",2021-07-29,"Day_in_Exp_T1",0
"922","00186D16AE",152,"WEIGHT_2",4.8,"LENGTH_2",75,"T2",2021-08-30,"Day_in_Exp_T2",20
"923","00186D16AE",152,"WEIGHT_3",16.7,"LENGTH_3",110,"T3",2021-09-29,"Day_in_Exp_T3",62
"924","00186D16AE",152,"WEIGHT_4",44,"LENGTH_4",150,"T4",2021-11-04,"Day_in_Exp_T4",98
"925","00186D16AE",152,"WEIGHT_5",85.4,"LENGTH_5",185,"T5",2021-12-09,"Day_in_Exp_T5",133
"926","00186D16AE",152,"WEIGHT_6",113.5,"LENGTH_6",206,"T6",2022-01-06,"Day_in_Exp_T6",161
"927","00186D16AE",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"928","00186D16AE",152,"WEIGHT_8",267.7,"LENGTH_8",272,"T8",2022-03-30,"Day_in_Exp_T8",244
"929","00186D16AF",151,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"930","00186D16AF",151,"WEIGHT_2",8.5,"LENGTH_2",90,"T2",2021-08-30,"Day_in_Exp_T2",20
"931","00186D16AF",151,"WEIGHT_3",22,"LENGTH_3",125,"T3",2021-09-29,"Day_in_Exp_T3",62
"932","00186D16AF",151,"WEIGHT_4",46.4,"LENGTH_4",159,"T4",2021-11-04,"Day_in_Exp_T4",98
"933","00186D16AF",151,"WEIGHT_5",97,"LENGTH_5",196,"T5",2021-12-09,"Day_in_Exp_T5",133
"934","00186D16AF",151,"WEIGHT_6",149.6,"LENGTH_6",226,"T6",2022-01-06,"Day_in_Exp_T6",161
"935","00186D16AF",151,"WEIGHT_7",196,"LENGTH_7",250,"T7",2022-02-04,"Day_in_Exp_T7",190
"936","00186D16AF",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"937","00186D16B0",152,"WEIGHT_1",2.2,"LENGTH_1",59,"T1",2021-07-29,"Day_in_Exp_T1",0
"938","00186D16B0",152,"WEIGHT_2",3.3,"LENGTH_2",70,"T2",2021-08-30,"Day_in_Exp_T2",20
"939","00186D16B0",152,"WEIGHT_3",5.7,"LENGTH_3",84,"T3",2021-09-29,"Day_in_Exp_T3",62
"940","00186D16B0",152,"WEIGHT_4",12.2,"LENGTH_4",105,"T4",2021-11-04,"Day_in_Exp_T4",98
"941","00186D16B0",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"942","00186D16B0",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"943","00186D16B0",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"944","00186D16B0",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"945","00186D16B1",202,"WEIGHT_1",1.9,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"946","00186D16B1",202,"WEIGHT_2",3.3,"LENGTH_2",68,"T2",2021-08-30,"Day_in_Exp_T2",20
"947","00186D16B1",202,"WEIGHT_3",4,"LENGTH_3",74,"T3",2021-09-29,"Day_in_Exp_T3",62
"948","00186D16B1",202,"WEIGHT_4",6,"LENGTH_4",81,"T4",2021-11-04,"Day_in_Exp_T4",98
"949","00186D16B1",202,"WEIGHT_5",18.6,"LENGTH_5",117,"T5",2021-12-09,"Day_in_Exp_T5",133
"950","00186D16B1",202,"WEIGHT_6",29.6,"LENGTH_6",136,"T6",2022-01-06,"Day_in_Exp_T6",161
"951","00186D16B1",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"952","00186D16B1",202,"WEIGHT_8",68.7,"LENGTH_8",180,"T8",2022-03-30,"Day_in_Exp_T8",244
"953","00186D16B2",202,"WEIGHT_1",1.3,"LENGTH_1",51,"T1",2021-07-29,"Day_in_Exp_T1",0
"954","00186D16B2",202,"WEIGHT_2",2.9,"LENGTH_2",66,"T2",2021-08-30,"Day_in_Exp_T2",20
"955","00186D16B2",202,"WEIGHT_3",4.4,"LENGTH_3",75,"T3",2021-09-29,"Day_in_Exp_T3",62
"956","00186D16B2",202,"WEIGHT_4",9.1,"LENGTH_4",91,"T4",2021-11-04,"Day_in_Exp_T4",98
"957","00186D16B2",202,"WEIGHT_5",17.8,"LENGTH_5",112,"T5",2021-12-09,"Day_in_Exp_T5",133
"958","00186D16B2",202,"WEIGHT_6",27.2,"LENGTH_6",130,"T6",2022-01-06,"Day_in_Exp_T6",161
"959","00186D16B2",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"960","00186D16B2",202,"WEIGHT_8",57.8,"LENGTH_8",170,"T8",2022-03-30,"Day_in_Exp_T8",244
"961","00186D16B3",151,"WEIGHT_1",2.7,"LENGTH_1",61,"T1",2021-07-29,"Day_in_Exp_T1",0
"962","00186D16B3",151,"WEIGHT_2",6.4,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"963","00186D16B3",151,"WEIGHT_3",15.4,"LENGTH_3",110,"T3",2021-09-29,"Day_in_Exp_T3",62
"964","00186D16B3",151,"WEIGHT_4",31.7,"LENGTH_4",139,"T4",2021-11-04,"Day_in_Exp_T4",98
"965","00186D16B3",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"966","00186D16B3",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"967","00186D16B3",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"968","00186D16B3",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"969","00186D16B4",151,"WEIGHT_1",3,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"970","00186D16B4",151,"WEIGHT_2",NA,"LENGTH_2",NA,"T2",NA,"Day_in_Exp_T2",NA
"971","00186D16B4",151,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"972","00186D16B4",151,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"973","00186D16B4",151,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"974","00186D16B4",151,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"975","00186D16B4",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"976","00186D16B4",151,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"977","00186D16B5",201,"WEIGHT_1",2.5,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"978","00186D16B5",201,"WEIGHT_2",4.3,"LENGTH_2",71,"T2",2021-08-30,"Day_in_Exp_T2",20
"979","00186D16B5",201,"WEIGHT_3",5.7,"LENGTH_3",79,"T3",2021-09-29,"Day_in_Exp_T3",62
"980","00186D16B5",201,"WEIGHT_4",16.6,"LENGTH_4",108,"T4",2021-11-04,"Day_in_Exp_T4",98
"981","00186D16B5",201,"WEIGHT_5",39.9,"LENGTH_5",142,"T5",2021-12-09,"Day_in_Exp_T5",133
"982","00186D16B5",201,"WEIGHT_6",61.4,"LENGTH_6",170,"T6",2022-01-06,"Day_in_Exp_T6",161
"983","00186D16B5",201,"WEIGHT_7",83.1,"LENGTH_7",173,"T7",2022-02-04,"Day_in_Exp_T7",190
"984","00186D16B5",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"985","00186D16B6",152,"WEIGHT_1",2.8,"LENGTH_1",64,"T1",2021-07-29,"Day_in_Exp_T1",0
"986","00186D16B6",152,"WEIGHT_2",9.1,"LENGTH_2",92,"T2",2021-08-30,"Day_in_Exp_T2",20
"987","00186D16B6",152,"WEIGHT_3",20,"LENGTH_3",120,"T3",2021-09-29,"Day_in_Exp_T3",62
"988","00186D16B6",152,"WEIGHT_4",40.4,"LENGTH_4",150,"T4",2021-11-04,"Day_in_Exp_T4",98
"989","00186D16B6",152,"WEIGHT_5",70.4,"LENGTH_5",180,"T5",2021-12-09,"Day_in_Exp_T5",133
"990","00186D16B6",152,"WEIGHT_6",97.4,"LENGTH_6",205,"T6",2022-01-06,"Day_in_Exp_T6",161
"991","00186D16B6",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"992","00186D16B6",152,"WEIGHT_8",265.6,"LENGTH_8",277,"T8",2022-03-30,"Day_in_Exp_T8",244
"993","00186D16B7",151,"WEIGHT_1",2,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"994","00186D16B7",151,"WEIGHT_2",5.2,"LENGTH_2",79,"T2",2021-08-30,"Day_in_Exp_T2",20
"995","00186D16B7",151,"WEIGHT_3",14.2,"LENGTH_3",109,"T3",2021-09-29,"Day_in_Exp_T3",62
"996","00186D16B7",151,"WEIGHT_4",34.7,"LENGTH_4",143,"T4",2021-11-04,"Day_in_Exp_T4",98
"997","00186D16B7",151,"WEIGHT_5",77.6,"LENGTH_5",185,"T5",2021-12-09,"Day_in_Exp_T5",133
"998","00186D16B7",151,"WEIGHT_6",121.3,"LENGTH_6",215,"T6",2022-01-06,"Day_in_Exp_T6",161
"999","00186D16B7",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1000","00186D16B7",151,"WEIGHT_8",305.2,"LENGTH_8",282,"T8",2022-03-30,"Day_in_Exp_T8",244
"1001","00186D16B8",152,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"1002","00186D16B8",152,"WEIGHT_2",5.5,"LENGTH_2",80,"T2",2021-08-30,"Day_in_Exp_T2",20
"1003","00186D16B8",152,"WEIGHT_3",13.6,"LENGTH_3",105,"T3",2021-09-29,"Day_in_Exp_T3",62
"1004","00186D16B8",152,"WEIGHT_4",20.2,"LENGTH_4",121,"T4",2021-11-04,"Day_in_Exp_T4",98
"1005","00186D16B8",152,"WEIGHT_5",33.9,"LENGTH_5",143,"T5",2021-12-09,"Day_in_Exp_T5",133
"1006","00186D16B8",152,"WEIGHT_6",29.8,"LENGTH_6",145,"T6",2022-01-06,"Day_in_Exp_T6",161
"1007","00186D16B8",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1008","00186D16B8",152,"WEIGHT_8",114.8,"LENGTH_8",205,"T8",2022-03-30,"Day_in_Exp_T8",244
"1009","00186D16B9",202,"WEIGHT_1",2.9,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"1010","00186D16B9",202,"WEIGHT_2",7,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"1011","00186D16B9",202,"WEIGHT_3",11.1,"LENGTH_3",101,"T3",2021-09-29,"Day_in_Exp_T3",62
"1012","00186D16B9",202,"WEIGHT_4",22.8,"LENGTH_4",128,"T4",2021-11-04,"Day_in_Exp_T4",98
"1013","00186D16B9",202,"WEIGHT_5",44.1,"LENGTH_5",158,"T5",2021-12-09,"Day_in_Exp_T5",133
"1014","00186D16B9",202,"WEIGHT_6",62.3,"LENGTH_6",176,"T6",2022-01-06,"Day_in_Exp_T6",161
"1015","00186D16B9",202,"WEIGHT_7",89.7,"LENGTH_7",201,"T7",2022-02-04,"Day_in_Exp_T7",190
"1016","00186D16B9",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1017","00186D16BA",202,"WEIGHT_1",3.3,"LENGTH_1",68,"T1",2021-07-29,"Day_in_Exp_T1",0
"1018","00186D16BA",202,"WEIGHT_2",9.6,"LENGTH_2",94,"T2",2021-08-30,"Day_in_Exp_T2",20
"1019","00186D16BA",202,"WEIGHT_3",16.4,"LENGTH_3",112,"T3",2021-09-29,"Day_in_Exp_T3",62
"1020","00186D16BA",202,"WEIGHT_4",29.6,"LENGTH_4",135,"T4",2021-11-04,"Day_in_Exp_T4",98
"1021","00186D16BA",202,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1022","00186D16BA",202,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1023","00186D16BA",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1024","00186D16BA",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1025","00186D16BB",202,"WEIGHT_1",1.8,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"1026","00186D16BB",202,"WEIGHT_2",5.6,"LENGTH_2",78,"T2",2021-08-30,"Day_in_Exp_T2",20
"1027","00186D16BB",202,"WEIGHT_3",12.4,"LENGTH_3",102,"T3",2021-09-29,"Day_in_Exp_T3",62
"1028","00186D16BB",202,"WEIGHT_4",22.2,"LENGTH_4",119,"T4",2021-11-04,"Day_in_Exp_T4",98
"1029","00186D16BB",202,"WEIGHT_5",39.7,"LENGTH_5",146,"T5",2021-12-09,"Day_in_Exp_T5",133
"1030","00186D16BB",202,"WEIGHT_6",52.3,"LENGTH_6",166,"T6",2022-01-06,"Day_in_Exp_T6",161
"1031","00186D16BB",202,"WEIGHT_7",69.4,"LENGTH_7",177,"T7",2022-02-04,"Day_in_Exp_T7",190
"1032","00186D16BB",202,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1033","00186D16BC",201,"WEIGHT_1",2.1,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"1034","00186D16BC",201,"WEIGHT_2",4.3,"LENGTH_2",71,"T2",2021-08-24,"Day_in_Exp_T2",20
"1035","00186D16BC",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1036","00186D16BC",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1037","00186D16BC",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1038","00186D16BC",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1039","00186D16BC",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1040","00186D16BC",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1041","00186D16BD",201,"WEIGHT_1",2.3,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"1042","00186D16BD",201,"WEIGHT_2",5.2,"LENGTH_2",76,"T2",2021-08-30,"Day_in_Exp_T2",20
"1043","00186D16BD",201,"WEIGHT_3",5.1,"LENGTH_3",79,"T3",2021-09-29,"Day_in_Exp_T3",62
"1044","00186D16BD",201,"WEIGHT_4",8,"LENGTH_4",88,"T4",2021-11-04,"Day_in_Exp_T4",98
"1045","00186D16BD",201,"WEIGHT_5",19.2,"LENGTH_5",120,"T5",2021-12-09,"Day_in_Exp_T5",133
"1046","00186D16BD",201,"WEIGHT_6",32.1,"LENGTH_6",142,"T6",2022-01-06,"Day_in_Exp_T6",161
"1047","00186D16BD",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1048","00186D16BD",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1049","00186D16BE",152,"WEIGHT_1",2.6,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"1050","00186D16BE",152,"WEIGHT_2",7.3,"LENGTH_2",89,"T2",2021-08-30,"Day_in_Exp_T2",20
"1051","00186D16BE",152,"WEIGHT_3",15.8,"LENGTH_3",114,"T3",2021-09-29,"Day_in_Exp_T3",62
"1052","00186D16BE",152,"WEIGHT_4",35.1,"LENGTH_4",145,"T4",2021-11-04,"Day_in_Exp_T4",98
"1053","00186D16BE",152,"WEIGHT_5",66.5,"LENGTH_5",181,"T5",2021-12-09,"Day_in_Exp_T5",133
"1054","00186D16BE",152,"WEIGHT_6",99.1,"LENGTH_6",209,"T6",2022-01-06,"Day_in_Exp_T6",161
"1055","00186D16BE",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1056","00186D16BE",152,"WEIGHT_8",225.2,"LENGTH_8",270,"T8",2022-03-30,"Day_in_Exp_T8",244
"1057","00186D16BF",152,"WEIGHT_1",2.4,"LENGTH_1",60,"T1",2021-07-29,"Day_in_Exp_T1",0
"1058","00186D16BF",152,"WEIGHT_2",4.7,"LENGTH_2",78,"T2",2021-08-30,"Day_in_Exp_T2",20
"1059","00186D16BF",152,"WEIGHT_3",8.6,"LENGTH_3",95,"T3",2021-09-29,"Day_in_Exp_T3",62
"1060","00186D16BF",152,"WEIGHT_4",15.2,"LENGTH_4",115,"T4",2021-11-04,"Day_in_Exp_T4",98
"1061","00186D16BF",152,"WEIGHT_5",25.5,"LENGTH_5",135,"T5",2021-12-09,"Day_in_Exp_T5",133
"1062","00186D16BF",152,"WEIGHT_6",32.3,"LENGTH_6",148,"T6",2022-01-06,"Day_in_Exp_T6",161
"1063","00186D16BF",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1064","00186D16BF",152,"WEIGHT_8",83.9,"LENGTH_8",205,"T8",2022-03-30,"Day_in_Exp_T8",244
"1065","00186D16C0",202,"WEIGHT_1",1.8,"LENGTH_1",56,"T1",2021-07-29,"Day_in_Exp_T1",0
"1066","00186D16C0",202,"WEIGHT_2",3.8,"LENGTH_2",69,"T2",2021-08-30,"Day_in_Exp_T2",20
"1067","00186D16C0",202,"WEIGHT_3",3.5,"LENGTH_3",70,"T3",2021-09-29,"Day_in_Exp_T3",62
"1068","00186D16C0",202,"WEIGHT_4",9.1,"LENGTH_4",92,"T4",2021-11-04,"Day_in_Exp_T4",98
"1069","00186D16C0",202,"WEIGHT_5",18.9,"LENGTH_5",116,"T5",2021-12-09,"Day_in_Exp_T5",133
"1070","00186D16C0",202,"WEIGHT_6",25.9,"LENGTH_6",130,"T6",2022-01-06,"Day_in_Exp_T6",161
"1071","00186D16C0",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1072","00186D16C0",202,"WEIGHT_8",60.8,"LENGTH_8",170,"T8",2022-03-30,"Day_in_Exp_T8",244
"1073","00186D16C1",152,"WEIGHT_1",2.6,"LENGTH_1",63,"T1",2021-07-29,"Day_in_Exp_T1",0
"1074","00186D16C1",152,"WEIGHT_2",5,"LENGTH_2",NA,"T2",2021-08-21,"Day_in_Exp_T2",20
"1075","00186D16C1",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1076","00186D16C1",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1077","00186D16C1",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1078","00186D16C1",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1079","00186D16C1",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1080","00186D16C1",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1081","00186D16C3",152,"WEIGHT_1",3.2,"LENGTH_1",65,"T1",2021-07-29,"Day_in_Exp_T1",0
"1082","00186D16C3",152,"WEIGHT_2",6.5,"LENGTH_2",84,"T2",2021-08-21,"Day_in_Exp_T2",20
"1083","00186D16C3",152,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1084","00186D16C3",152,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1085","00186D16C3",152,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1086","00186D16C3",152,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1087","00186D16C3",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1088","00186D16C3",152,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1089","00186D16C4",152,"WEIGHT_1",2.5,"LENGTH_1",61,"T1",2021-07-29,"Day_in_Exp_T1",0
"1090","00186D16C4",152,"WEIGHT_2",6.3,"LENGTH_2",83,"T2",2021-08-30,"Day_in_Exp_T2",20
"1091","00186D16C4",152,"WEIGHT_3",15,"LENGTH_3",110,"T3",2021-09-29,"Day_in_Exp_T3",62
"1092","00186D16C4",152,"WEIGHT_4",34.3,"LENGTH_4",142,"T4",2021-11-04,"Day_in_Exp_T4",98
"1093","00186D16C4",152,"WEIGHT_5",61.6,"LENGTH_5",174,"T5",2021-12-09,"Day_in_Exp_T5",133
"1094","00186D16C4",152,"WEIGHT_6",78.9,"LENGTH_6",194,"T6",2022-01-06,"Day_in_Exp_T6",161
"1095","00186D16C4",152,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1096","00186D16C4",152,"WEIGHT_8",169.1,"LENGTH_8",247,"T8",2022-03-30,"Day_in_Exp_T8",244
"1097","00186D16C5",202,"WEIGHT_1",2.2,"LENGTH_1",57,"T1",2021-07-29,"Day_in_Exp_T1",0
"1098","00186D16C5",202,"WEIGHT_2",4.6,"LENGTH_2",74,"T2",2021-08-30,"Day_in_Exp_T2",20
"1099","00186D16C5",202,"WEIGHT_3",5.4,"LENGTH_3",79,"T3",2021-09-29,"Day_in_Exp_T3",62
"1100","00186D16C5",202,"WEIGHT_4",13.5,"LENGTH_4",105,"T4",2021-11-04,"Day_in_Exp_T4",98
"1101","00186D16C5",202,"WEIGHT_5",22.8,"LENGTH_5",125,"T5",2021-12-09,"Day_in_Exp_T5",133
"1102","00186D16C5",202,"WEIGHT_6",32.4,"LENGTH_6",137,"T6",2022-01-06,"Day_in_Exp_T6",161
"1103","00186D16C5",202,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1104","00186D16C5",202,"WEIGHT_8",80.3,"LENGTH_8",185,"T8",2022-03-30,"Day_in_Exp_T8",244
"1105","00186D16C6",151,"WEIGHT_1",2.5,"LENGTH_1",62,"T1",2021-07-29,"Day_in_Exp_T1",0
"1106","00186D16C6",151,"WEIGHT_2",6.8,"LENGTH_2",85,"T2",2021-08-30,"Day_in_Exp_T2",20
"1107","00186D16C6",151,"WEIGHT_3",14.7,"LENGTH_3",108,"T3",2021-09-29,"Day_in_Exp_T3",62
"1108","00186D16C6",151,"WEIGHT_4",27.5,"LENGTH_4",133,"T4",2021-11-04,"Day_in_Exp_T4",98
"1109","00186D16C6",151,"WEIGHT_5",47.3,"LENGTH_5",159,"T5",2021-12-09,"Day_in_Exp_T5",133
"1110","00186D16C6",151,"WEIGHT_6",72.4,"LENGTH_6",185,"T6",2022-01-06,"Day_in_Exp_T6",161
"1111","00186D16C6",151,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1112","00186D16C6",151,"WEIGHT_8",203.2,"LENGTH_8",257,"T8",2022-03-30,"Day_in_Exp_T8",244
"1113","00186D16C7",201,"WEIGHT_1",2.1,"LENGTH_1",58,"T1",2021-07-29,"Day_in_Exp_T1",0
"1114","00186D16C7",201,"WEIGHT_2",3.8,"LENGTH_2",71,"T2",2021-08-25,"Day_in_Exp_T2",20
"1115","00186D16C7",201,"WEIGHT_3",NA,"LENGTH_3",NA,"T3",NA,"Day_in_Exp_T3",NA
"1116","00186D16C7",201,"WEIGHT_4",NA,"LENGTH_4",NA,"T4",NA,"Day_in_Exp_T4",NA
"1117","00186D16C7",201,"WEIGHT_5",NA,"LENGTH_5",NA,"T5",NA,"Day_in_Exp_T5",NA
"1118","00186D16C7",201,"WEIGHT_6",NA,"LENGTH_6",NA,"T6",NA,"Day_in_Exp_T6",NA
"1119","00186D16C7",201,"WEIGHT_7",NA,"LENGTH_7",NA,"T7",NA,"Day_in_Exp_T7",NA
"1120","00186D16C7",201,"WEIGHT_8",NA,"LENGTH_8",NA,"T8",NA,"Day_in_Exp_T8",NA
"1121","00186D16C8",152,"WEIGHT_1",1.3,"LENGTH_1",52,"T1",2021-07-29,"Day_in_Exp_T1",0
"1122","00186D16C8",152,"WEIGHT_2",2.5,"LENGTH_2",60,"T2",2021-08-30,"Day_in_Exp_T2",20
"1123","00186D16C8",152,"WEIGHT_3",3.7,"LENGTH_3",70,"T3",2021-09-29,"Day_in_Exp_T3",62
